Time,Temperature,X_change,Y_change,Z_change,Total_change,Outcome,Average_accl,Disturbance_accl,Case1,Case2,Case3,Case4,Case5
4/8/2020 8:30,36.2,-21.267807,-61.347496,49.907209,-32.708094,1,4.824135,-6.078563,4.824135,5.384135,5.824135,5.436135,4.825375
4/8/2020 9:00,36,-30.396034,-76.05849,71.035106,-35.419418,1,5.027440333,-6.779032333,5.027440333,5.587440333,6.027440333,5.639440333,5.028680333
4/8/2020 9:30,38.4,-40.829126,-85.733213,101.182676,-25.379663,1,5.212905,-3.246982667,5.212905,5.772905,6.212905,5.824905,5.214145
4/8/2020 10:00,39.3,-51.051525,-82.604741,134.762623,1.106357,1,5.379611,5.748396667,5.379611,5.939611,6.379611,5.991611,5.380851
4/8/2020 10:30,38,-58.047457,-61.090644,158.803097,39.664996,1,5.526994,18.74865933,5.526994,6.086994,6.526994,6.138994,5.528234
4/8/2020 11:00,38.9,-58.18511,-26.91098,162.361236,77.265146,1,5.654807667,31.40985633,5.654807667,6.214807667,6.654807667,6.266807667,5.656047667
4/8/2020 11:30,37.3,-50.076955,4.345307,148.585486,102.853838,1,5.763086,40.04769867,5.763086,6.323086,6.763086,6.375086,5.764326
4/8/2020 12:00,36.9,-36.40954,22.896148,128.982236,115.468844,0,5.852101667,44.34171633,5.852101667,6.412101667,6.852101667,6.464101667,5.853341667
4/8/2020 12:30,36.5,-21.571967,30.228721,111.240602,119.897356,1,5.922323,45.88810833,5.922323,6.482323,6.922323,6.534323,5.923563
4/8/2020 13:00,37.2,-8.542596,31.683977,97.366309,120.50769,0,5.974374333,46.14360433,5.974374333,6.534374333,6.974374333,6.586374333,5.975614333
4/8/2020 13:30,38.7,1.697334,31.266836,86.874201,119.838371,0,6.008996667,45.95512033,6.008996667,6.568996667,7.008996667,6.620996667,6.010236667
4/8/2020 14:00,36.2,9.363781,31.046363,78.921584,119.331728,1,6.027015,45.80425767,6.027015,6.587015,7.027015,6.639015,6.028255
4/8/2020 14:30,37.4,15.117969,31.908666,72.962339,119.988974,0,6.02931,46.02563467,6.02931,6.58931,7.02931,6.64131,6.03055
4/8/2020 15:00,38.4,19.675621,34.180457,68.802279,122.658357,1,6.01679,46.902909,6.01679,6.57679,7.01679,6.62879,6.01803
4/8/2020 15:30,36.7,23.6596,37.947051,66.533988,128.140639,0,5.990372333,48.70391867,5.990372333,6.550372333,6.990372333,6.602372333,5.991612333
4/8/2020 16:00,37.5,27.564238,43.16086,66.486496,137.211594,1,5.950967333,51.68816533,5.950967333,6.510967333,6.950967333,6.562967333,5.952207333
4/8/2020 16:30,38.5,31.754248,49.611765,69.185951,150.551964,0,5.899464,56.083452,5.899464,6.459464,6.899464,6.511464,5.900704
4/8/2020 17:00,39.2,36.456791,56.788405,75.263519,168.508715,1,5.836721,62.00629267,5.836721,6.396721,6.836721,6.448721,5.837961
4/8/2020 17:30,37.3,41.722145,63.661563,85.202106,190.585814,1,5.763558,69.29216267,5.763558,6.323558,6.763558,6.375558,5.764798
4/8/2020 18:00,39.1,47.341824,68.504509,98.81107,214.657403,1,5.680754667,77.23322233,5.680754667,6.240754667,6.680754667,6.292754667,5.681994667
4/8/2020 18:30,36.3,52.743243,69.049331,114.503198,236.295772,1,5.589042,84.35429933,5.589042,6.149042,6.589042,6.201042,5.590282
4/8/2020 19:00,36.4,56.947168,63.394861,128.965967,249.307996,1,5.489105333,88.59177067,5.489105333,6.049105333,6.489105333,6.101105333,5.490345333
4/8/2020 19:30,38.8,58.753293,51.586808,138.214023,248.554124,1,5.381583,88.23295767,5.381583,5.941583,6.381583,5.993583,5.382823
4/8/2020 20:00,37.6,57.260509,36.487601,139.940269,233.688379,1,5.267066333,83.16319267,5.267066333,5.827066333,6.267066333,5.879066333,5.268306333
4/8/2020 20:30,39.2,52.471077,22.343366,134.937391,209.751834,1,5.146099667,75.06337767,5.146099667,5.706099667,6.146099667,5.758099667,5.147339667
4/8/2020 21:00,37.4,45.405871,12.120408,125.96466,183.490939,1,5.019187333,66.18283367,5.019187333,5.579187333,6.019187333,5.631187333,5.020427333
4/8/2020 21:30,36.4,37.552729,6.388542,115.655445,159.596716,1,4.886790667,58.085696,4.886790667,5.446790667,5.886790667,5.498790667,4.888030667
4/8/2020 22:00,36.4,30.179199,4.17006,105.531943,139.881202,0,4.749335333,51.37640267,4.749335333,5.309335333,5.749335333,5.361335333,4.750575333
4/8/2020 22:30,37.4,24.013981,4.150154,96.164876,124.329011,0,4.607212667,46.05021633,4.607212667,5.167212667,5.607212667,5.219212667,4.608452667
4/8/2020 23:00,36.9,19.295329,5.304627,87.640545,112.240501,0,4.460784667,41.874285,4.460784667,5.020784667,5.460784667,5.072784667,4.462024667
4/8/2020 23:30,36.7,15.958491,7.020455,79.88603,102.864976,0,4.310387,38.59871233,4.310387,4.870387,5.310387,4.922387,4.311627
4/9/2020 0:00,37.9,13.807098,9.01325,72.813684,95.634032,0,4.156335667,36.03434633,4.156335667,4.716335667,5.156335667,4.768335667,4.157575667
4/9/2020 0:30,37.9,12.623617,11.216375,66.365054,90.205046,1,3.99893,34.06727867,3.99893,4.55893,4.99893,4.61093,4.00017
4/9/2020 1:00,37.3,12.226684,13.698517,60.518632,86.443833,1,3.838459667,32.65307067,3.838459667,4.398459667,4.838459667,4.450459667,3.839699667
4/9/2020 1:30,36.8,12.494897,16.616119,55.293161,84.404177,0,3.675208333,31.809934,3.675208333,4.235208333,4.675208333,4.287208333,3.676448333
4/9/2020 2:00,36.8,13.373484,20.19297,50.759567,84.326021,0,3.509460667,31.61813433,3.509460667,4.069460667,4.509460667,4.121460667,3.510700667
4/9/2020 2:30,37.9,14.874473,24.716782,47.068902,86.660157,0,3.341510667,32.22822967,3.341510667,3.901510667,4.341510667,3.953510667,3.342750667
4/9/2020 3:00,36,17.07601,30.541338,44.504816,92.122164,0,3.171664667,33.87905267,3.171664667,3.731664667,4.171664667,3.783664667,3.172904667
4/9/2020 3:30,35.9,20.122346,38.076912,43.572592,101.77185,0,3.000251667,36.92420167,3.000251667,3.560251667,4.000251667,3.612251667,3.001491667
4/9/2020 4:00,38.1,24.221538,47.734738,45.135557,117.091833,0,2.827630333,41.85824133,2.827630333,3.387630333,3.827630333,3.439630333,2.828870333
4/9/2020 4:30,36.3,29.630373,59.754482,50.583806,139.968661,0,2.654197333,49.31041767,2.654197333,3.214197333,3.654197333,3.266197333,2.655437333
4/9/2020 5:00,36,36.601511,73.782894,61.915188,172.299593,1,2.480395,59.91359267,2.480395,3.040395,3.480395,3.092395,2.481635
4/9/2020 5:30,38.7,45.24218,88.038586,81.324394,214.60516,1,2.306722333,73.84177567,2.306722333,2.866722333,3.306722333,2.918722333,2.307962333
4/9/2020 6:00,36,55.206354,98.156579,109.455629,262.818562,1,2.133742,89.73992933,2.133742,2.693742,3.133742,2.745742,2.134982
4/9/2020 6:30,38.3,65.183474,96.995139,141.849913,304.028526,1,1.962093333,103.3049353,1.962093333,2.522093333,2.962093333,2.574093333,1.963333333
4/9/2020 7:00,37,72.463545,78.605483,166.920052,317.98908,0,1.792498333,107.7888583,1.792498333,2.352498333,2.792498333,2.404498333,1.793738333
4/9/2020 7:30,36.4,73.55933,46.656144,173.242739,293.458213,1,1.625773,99.44517733,1.625773,2.185773,2.625773,2.237773,1.627013
4/9/2020 8:00,36.7,66.701064,15.253611,161.653998,243.608673,0,1.462835333,82.66572633,1.462835333,2.022835333,2.462835333,2.074835333,1.464075333
4/9/2020 8:30,37.1,53.929402,-4.747716,142.588979,191.770665,0,1.304715,65.22827,1.304715,1.864715,2.304715,1.916715,1.305955
4/9/2020 9:00,36.5,39.400445,-13.309011,124.283679,150.375113,1,1.152557333,51.277595,1.152557333,1.712557333,2.152557333,1.764557333,1.153797333
4/9/2020 9:30,37,26.282334,-15.301535,109.4222,120.402999,0,1.007629,41.141962,1.007629,1.567629,2.007629,1.619629,1.008869
4/9/2020 10:00,36.3,15.813965,-14.864196,97.817774,98.767543,1,0.871319667,33.793834,0.871319667,1.431319667,1.871319667,1.483319667,0.872559667
4/9/2020 10:30,36.1,7.943818,-14.280464,88.683672,82.347026,0,0.745139333,28.194148,0.745139333,1.305139333,1.745139333,1.357139333,0.746379333
4/9/2020 11:00,36.8,2.085003,-14.584251,81.442752,68.943504,1,0.630711333,23.61187933,0.630711333,1.190711333,1.630711333,1.242711333,0.631951333
4/9/2020 11:30,36.4,-2.456326,-16.191766,75.84707,57.198978,0,0.529761667,19.59608767,0.529761667,1.089761667,1.529761667,1.141761667,0.531001667
4/9/2020 12:00,37.6,-6.307007,-19.255286,71.929374,46.367081,1,0.444098333,15.899792,0.444098333,1.004098333,1.444098333,1.056098333,0.445338333
4/9/2020 12:30,38,-9.979575,-23.807257,69.95993,36.173098,1,0.375586,12.43328533,0.375586,0.935586,1.375586,0.987586,0.376826
4/9/2020 13:00,38.9,-13.870897,-29.766209,70.427891,26.790785,1,0.326112667,9.256374333,0.326112667,0.886112667,1.326112667,0.938112667,0.327352667
4/9/2020 13:30,38.8,-18.262575,-36.831162,74.00384,18.910103,1,0.297545,6.600912667,0.297545,0.857545,1.297545,0.909545,0.298785
4/9/2020 14:00,38.3,-23.295901,-44.272501,81.390432,13.82203,1,0.291675667,4.899019,0.291675667,0.851675667,1.291675667,0.903675667,0.292915667
4/9/2020 14:30,39.2,-28.902661,-50.67055,92.921687,13.348476,1,0.310166333,4.759658333,0.310166333,0.870166333,1.310166333,0.922166333,0.311406333
4/9/2020 15:00,36.3,-34.689806,-53.809967,107.827183,19.32741,1,0.354478333,6.796948333,0.354478333,0.914478333,1.354478333,0.966478333,0.355718333
4/9/2020 15:30,36.4,-39.826486,-51.182154,123.465984,32.457344,1,0.425800333,11.244915,0.425800333,0.985800333,1.425800333,1.037800333,0.427040333
4/9/2020 16:00,38.1,-43.078787,-41.475753,135.551775,50.997235,1,0.524976,17.52405433,0.524976,1.084976,1.524976,1.136976,0.526216
4/9/2020 16:30,36.2,-43.193879,-26.310325,140.267737,70.763533,1,0.65243,24.24027433,0.65243,1.21243,1.65243,1.26443,0.65367
4/9/2020 17:00,36,-39.608074,-10.037792,136.859849,87.213983,1,0.808102333,29.87943,0.808102333,1.368102333,1.808102333,1.420102333,0.809342333
4/9/2020 17:30,36.3,-32.937323,3.048461,127.735783,97.846921,0,0.991395667,33.607036,0.991395667,1.551395667,1.991395667,1.603395667,0.992635667
4/9/2020 18:00,39.2,-24.680203,11.155999,116.151389,102.627185,0,1.201136333,35.410198,1.201136333,1.761136333,2.201136333,1.813136333,1.202376333
4/9/2020 18:30,38,-16.406018,14.848433,104.350195,102.79261,1,1.435556333,35.69975967,1.435556333,1.995556333,2.435556333,2.047556333,1.436796333
4/9/2020 19:00,35.9,-9.17257,15.587821,93.311378,99.726629,0,1.692306667,34.93451633,1.692306667,2.252306667,2.692306667,2.304306667,1.693546667
4/9/2020 19:30,38,-3.433467,14.696311,83.259221,94.522065,0,1.968489667,33.47584467,1.968489667,2.528489667,2.968489667,2.580489667,1.969729667
4/9/2020 20:00,39,0.783093,13.038831,74.13063,87.952554,1,2.260727667,31.57824567,2.260727667,2.820727667,3.260727667,2.872727667,2.261967667
4/9/2020 20:30,36.7,3.662318,11.071034,65.809089,80.542441,1,2.565249667,29.41273,2.565249667,3.125249667,3.565249667,3.177249667,2.566489667
4/9/2020 21:00,37.7,5.453226,8.972061,58.201585,72.626872,0,2.878006,27.08696333,2.878006,3.438006,3.878006,3.490006,2.879246
4/9/2020 21:30,38.3,6.386845,6.755605,51.250049,64.392499,0,3.194794,24.65896033,3.194794,3.754794,4.194794,3.806794,3.196034
4/9/2020 22:00,36.9,6.640746,4.339615,44.926425,55.906786,0,3.511392333,22.14698767,3.511392333,4.071392333,4.511392333,4.123392333,3.512632333
4/9/2020 22:30,38.4,6.32886,1.581201,39.230196,47.140257,0,3.823693,19.537112,3.823693,4.383693,4.823693,4.435693,3.824933
4/9/2020 23:00,37.7,5.502168,-1.712846,34.194505,37.983827,0,4.127825667,16.78910133,4.127825667,4.687825667,5.127825667,4.739825667,4.129065667
